request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"c57b69c9-b6e6-472e-9ea7-4e55e954993e",GET,/,"debug=true&locale=en",,302,,,,106806527742500,106806596475900,106806601574500
"561517be-749b-4906-a847-fb461eb26790",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=164,,106806621454700,106806630673700,106810342495600
"129db1f8-4042-40f6-bb87-2a5cc8a98ccc",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,106810465886000,106810473981500,106810475300500
"8b4e00de-f683-40e8-9780-8289a58de031",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,106810486035700,106810488490400,106810489597800
"185a5c69-2c3b-4baa-ba4d-14e8516fa135",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,106810497607000,106810500016500,106810501122900
"cdb5b617-6ff3-46cf-aa80-7226eae41f9d",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,106810507954600,106810510555900,106810511678400
"0d2fccf3-cfb6-4fca-a8a2-1d7bd89866a6",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,106810518724800,106810521293800,106810522381500
"cf9e24fc-6b8b-4e69-955a-00e3a235168d",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,106810529590700,106810532594200,106810533900300
"5e26117a-56e7-4b9b-9321-7f8389322fd6",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,106810540337400,106810542871700,106810543909600
"dbee3951-1a6f-4a7c-a2d9-f5cac7de3ca7",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,106810551949400,106810554854800,106810555947800
"c489f94e-5391-4824-8b6e-20f3ddc2d744",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,106810561849500,106810564818000,106810565749700
"dc57da8e-9a89-4736-9be8-6ca059848cf6",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,106810574712500,106810577383900,106810578391400
"8f30c2fc-1eb3-4ee3-994d-3435ea0d8edf",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,106810586879400,106810588855400,106810589539100
"12be0dd4-57b3-4e19-863a-d68517cfdb63",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,106810594581700,106810596622300,106810597393200
"086f5576-d1f7-40a6-9ed9-224b667671d1",GET,/images/logo.png,,,200,image/png,,,106810602700600,106810604898900,106810605570200
"12bc1fd4-4fea-4143-9083-a29a3f121c0a",GET,/images/banner.png,,,200,image/png,,,106810623290000,106810625861700,106810627017300
"22475e21-41fe-4bab-9f1b-6cb25ccc7b9a",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,106810639651000,106810642175300,106810642933100
"8c63c2bb-b8e1-4648-83f9-48312ec2fe2e",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,106810649838300,106810651827100,106810652528000
"950fb6f2-407d-4554-ac96-3b2e4324978c",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=175&username=",,106810658944500,106810665033700,106812222827200
"6ac96653-a535-4fd6-bfce-5dd0c6c7c493",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,106812246502600,106812248542900,106812249297600
"70149980-40fe-484e-bccf-231912ba0b51",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,106812253978900,106812256582300,106812257429400
