request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"6b621d75-234e-4e05-99f1-efbc6b13e9bf",GET,/,"debug=true&locale=en",,302,,,,24964604556000,24964675247900,24964681078600
"1b164b6a-9179-4829-9b8c-554106bc24b5",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=164,,24964703550800,24964713082700,24968997300800
"bf8113e4-4cb4-4136-ac31-3230a6e3a045",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,24969118881900,24969127689500,24969129022600
"de0e6715-308f-493c-8350-e72e5b8fff5a",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,24969139655500,24969142528100,24969143674100
"aefc6c8b-ed9b-4444-8245-576588fc08ac",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,24969150762100,24969153130500,24969154013900
"dadebd32-f684-470b-b4db-23347c92715f",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,24969160096100,24969162624700,24969163707900
"84658d22-c705-4c0a-9622-0c615d018907",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,24969169808900,24969172623400,24969173664700
"dd0dc800-9ef6-4ecd-a462-f9673af86a88",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,24969180269000,24969182599300,24969183480400
"fe4ba17c-bc00-470e-a998-8d1f12243d11",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,24969189043600,24969191542600,24969192463900
"865dda7d-55e2-4a01-b6ce-e526eb498819",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,24969198868000,24969201321600,24969202363200
"d999942d-9b1c-4814-b32f-943d2dbc318c",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,24969208010900,24969210369400,24969211149800
"79c6db42-a24d-473b-b34a-9928c4ca6c29",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,24969218932500,24969221487000,24969222319000
"d0b3c077-1ded-4efb-ae11-46f2ebe8071a",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,24969230762700,24969232865100,24969233766400
"e0b8026a-40ad-41d9-8ab9-ffbaf62dd228",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,24969238982000,24969241136900,24969241936700
"b78d20ad-e75a-4db0-b5c6-8415d348d199",GET,/images/banner.png,,,200,image/png,,,24969246639100,24969249397900,24969250492200
"17491cfd-88b8-4a28-875c-c15bc3834ed1",GET,/images/logo.png,,,200,image/png,,,24969277486200,24969280677100,24969281684700
"8822ce2a-d653-4b8b-987a-541866faec39",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,24969290705000,24969293373200,24969294129700
"bb8a49c0-4c30-495d-812a-77a5299ab292",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,24969301074900,24969303520500,24969304432800
"7a83f8f4-2838-420d-88da-8589cf7948da",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=175&username=",,24969311199600,24969317729300,24971022958700
"c02ed314-aad3-47a1-b483-158ef6037718",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,24971044279100,24971046295700,24971047141600
"46f5bbcc-40f4-49dc-801c-a423fb5cc138",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,24971051589600,24971053740700,24971054421900
"282356ef-1f56-4b81-9dc2-86899387886d",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,24971062138500,24971064255900,24971064889700
